grade_id,semester_code,user_code,subject_code,score,home_class
20645,201912,100018044,17,50,2
20646,201912,100018044,18,56,2
27388,201921,100018044,10,57,2
27389,201921,100018044,11,42,2
27390,201921,100018044,12,33,2
27391,201921,100018044,13,50,2
27392,201921,100018044,14,36,2
27393,201921,100018044,15,50,2
27394,201921,100018044,16,40,2
27395,201921,100018044,17,50,2
27396,201921,100018044,18,48,2
34138,201922,100018044,10,41,2
34139,201922,100018044,11,40,2
34140,201922,100018044,12,51,2
34141,201922,100018044,13,36,2
34142,201922,100018044,14,50,2
34143,201922,100018044,15,51,2
34144,201922,100018044,16,35,2
34145,201922,100018044,17,58,2
34146,201922,100018044,18,66,2
40888,202011,100018044,19,49,2
40889,202011,100018044,20,50,2
40890,202011,100018044,21,48,2
40891,202011,100018044,22,49,2
40892,202011,100018044,23,50,2
40893,202011,100018044,24,49,2
40894,202011,100018044,25,49,2
40895,202011,100018044,26,51,2
40896,202011,100018044,27,50,2
51013,202012,100018044,19,35,2
51014,202012,100018044,20,57,2
51015,202012,100018044,21,48,2
51016,202012,100018044,22,41,2
51017,202012,100018044,23,50,2
51018,202012,100018044,24,34,2
51019,202012,100018044,25,51,2
51020,202012,100018044,26,57,2
51021,202012,100018044,27,65,2
397,201811,100018045,1,37,2
398,201811,100018045,2,38,2
399,201811,100018045,3,39,2
400,201811,100018045,4,38,2
401,201811,100018045,5,38,2
402,201811,100018045,6,38,2
403,201811,100018045,7,41,2
404,201811,100018045,8,40,2
405,201811,100018045,9,41,2
3772,201812,100018045,1,39,2
3773,201812,100018045,2,23,2
3774,201812,100018045,3,33,2
3775,201812,100018045,4,32,2
3776,201812,100018045,5,37,2
3777,201812,100018045,6,50,2
3778,201812,100018045,7,39,2
3779,201812,100018045,8,26,2
3780,201812,100018045,9,39,2
7147,201821,100018045,1,32,2
7148,201821,100018045,2,32,2
7149,201821,100018045,3,37,2
7150,201821,100018045,4,48,2
7151,201821,100018045,5,27,2
7152,201821,100018045,6,22,2
7153,201821,100018045,7,38,2
7154,201821,100018045,8,41,2
7155,201821,100018045,9,40,2
10522,201822,100018045,1,46,2
10523,201822,100018045,2,27,2
10524,201822,100018045,3,49,2
10525,201822,100018045,4,41,2
10526,201822,100018045,5,32,2
10527,201822,100018045,6,39,2
10528,201822,100018045,7,38,2
10529,201822,100018045,8,24,2
10530,201822,100018045,9,43,2
13897,201911,100018045,10,40,2
13898,201911,100018045,11,47,2
13899,201911,100018045,12,39,2
13900,201911,100018045,13,57,2
13901,201911,100018045,14,38,2
13902,201911,100018045,15,27,2
13903,201911,100018045,16,41,2
13904,201911,100018045,17,37,2
13905,201911,100018045,18,48,2
20647,201912,100018045,10,31,2
20648,201912,100018045,11,49,2
20649,201912,100018045,12,38,2
20650,201912,100018045,13,38,2
20651,201912,100018045,14,39,2
20652,201912,100018045,15,32,2
20653,201912,100018045,16,26,2
20654,201912,100018045,17,38,2
20655,201912,100018045,18,47,2
27397,201921,100018045,10,48,2
27398,201921,100018045,11,33,2
27399,201921,100018045,12,27,2
27400,201921,100018045,13,40,2
27401,201921,100018045,14,24,2
27402,201921,100018045,15,38,2
27403,201921,100018045,16,32,2
27404,201921,100018045,17,41,2
27405,201921,100018045,18,38,2
34147,201922,100018045,10,33,2
34148,201922,100018045,11,33,2
34149,201922,100018045,12,40,2
34150,201922,100018045,13,22,2
34151,201922,100018045,14,40,2
34152,201922,100018045,15,41,2
34153,201922,100018045,16,27,2
34154,201922,100018045,17,49,2
34155,201922,100018045,18,57,2
40897,202011,100018045,19,38,2
40898,202011,100018045,20,39,2
40899,202011,100018045,21,38,2
40900,202011,100018045,22,38,2
40901,202011,100018045,23,37,2
40902,202011,100018045,24,39,2
40903,202011,100018045,25,39,2
40904,202011,100018045,26,41,2
40905,202011,100018045,27,39,2
51022,202012,100018045,19,24,2
51023,202012,100018045,20,48,2
51024,202012,100018045,21,38,2
51025,202012,100018045,22,33,2
51026,202012,100018045,23,40,2
51027,202012,100018045,24,25,2
51028,202012,100018045,25,38,2
51029,202012,100018045,26,47,2
51030,202012,100018045,27,56,2
406,201811,100018046,1,50,2
407,201811,100018046,2,51,2
408,201811,100018046,3,52,2
409,201811,100018046,4,51,2
410,201811,100018046,5,50,2
411,201811,100018046,6,51,2
412,201811,100018046,7,54,2
413,201811,100018046,8,52,2
414,201811,100018046,9,54,2
3781,201812,100018046,1,52,2
3782,201812,100018046,2,39,2
3783,201812,100018046,3,44,2
3784,201812,100018046,4,44,2
3785,201812,100018046,5,53,2
3786,201812,100018046,6,60,2
3787,201812,100018046,7,53,2
3788,201812,100018046,8,37,2
3789,201812,100018046,9,52,2
7156,201821,100018046,1,42,2
7157,201821,100018046,2,43,2
7158,201821,100018046,3,52,2
7159,201821,100018046,4,59,2
7160,201821,100018046,5,37,2
7161,201821,100018046,6,39,2
7162,201821,100018046,7,52,2
7163,201821,100018046,8,55,2
7164,201821,100018046,9,52,2
10531,201822,100018046,1,57,2
10532,201822,100018046,2,37,2
10533,201822,100018046,3,60,2
10534,201822,100018046,4,53,2
10535,201822,100018046,5,42,2
10536,201822,100018046,6,53,2
10537,201822,100018046,7,52,2
10538,201822,100018046,8,39,2
10539,201822,100018046,9,55,2
13906,201911,100018046,10,51,2
13907,201911,100018046,11,58,2
13908,201911,100018046,12,51,2
13909,201911,100018046,13,67,2
13910,201911,100018046,14,51,2
13911,201911,100018046,15,35,2
13912,201911,100018046,16,53,2
13913,201911,100018046,17,50,2
13914,201911,100018046,18,59,2
20656,201912,100018046,10,42,2
20657,201912,100018046,11,60,2
20658,201912,100018046,12,52,2
20659,201912,100018046,13,50,2
20660,201912,100018046,14,52,2
20661,201912,100018046,15,43,2
20662,201912,100018046,16,37,2
20663,201912,100018046,17,52,2
20664,201912,100018046,18,58,2
27406,201921,100018046,10,59,2
27407,201921,100018046,11,45,2
27408,201921,100018046,12,36,2
27409,201921,100018046,13,52,2
27410,201921,100018046,14,38,2
27411,201921,100018046,15,53,2
27412,201921,100018046,16,43,2
27413,201921,100018046,17,53,2
27414,201921,100018046,18,50,2
34156,201922,100018046,10,43,2
34157,201922,100018046,11,42,2
34158,201922,100018046,12,53,2
34159,201922,100018046,13,38,2
34160,201922,100018046,14,52,2
34161,201922,100018046,15,54,2
34162,201922,100018046,16,37,2
34163,201922,100018046,17,60,2
34164,201922,100018046,18,68,2
40906,202011,100018046,19,53,2
40907,202011,100018046,20,52,2
40908,202011,100018046,21,51,2
40909,202011,100018046,22,52,2
40910,202011,100018046,23,52,2
40911,202011,100018046,24,52,2
40912,202011,100018046,25,52,2
40913,202011,100018046,26,53,2
40914,202011,100018046,27,53,2
51031,202012,100018046,19,38,2
51032,202012,100018046,20,59,2
51033,202012,100018046,21,51,2
51034,202012,100018046,22,43,2
51035,202012,100018046,23,53,2
51036,202012,100018046,24,36,2
51037,202012,100018046,25,53,2
51038,202012,100018046,26,59,2
51039,202012,100018046,27,68,2
415,201811,100018047,1,40,2
416,201811,100018047,2,41,2
417,201811,100018047,3,42,2
418,201811,100018047,4,41,2
419,201811,100018047,5,41,2
420,201811,100018047,6,41,2
421,201811,100018047,7,45,2
422,201811,100018047,8,43,2
423,201811,100018047,9,44,2
3790,201812,100018047,1,42,2
3791,201812,100018047,2,26,2
3792,201812,100018047,3,35,2
3793,201812,100018047,4,35,2
3794,201812,100018047,5,42,2
3795,201812,100018047,6,53,2
3796,201812,100018047,7,42,2
3797,201812,100018047,8,28,2
3798,201812,100018047,9,42,2
7165,201821,100018047,1,34,2
7166,201821,100018047,2,35,2
7167,201821,100018047,3,40,2
7168,201821,100018047,4,50,2
7169,201821,100018047,5,29,2
7170,201821,100018047,6,26,2
7171,201821,100018047,7,42,2
7172,201821,100018047,8,44,2
7173,201821,100018047,9,43,2
10540,201822,100018047,1,48,2
10541,201822,100018047,2,29,2
10542,201822,100018047,3,51,2
10543,201822,100018047,4,44,2
10544,201822,100018047,5,34,2
10545,201822,100018047,6,42,2
10546,201822,100018047,7,42,2
10547,201822,100018047,8,28,2
10548,201822,100018047,9,45,2
13915,201911,100018047,10,42,2
13916,201911,100018047,11,49,2
13917,201911,100018047,12,42,2
13918,201911,100018047,13,60,2
13919,201911,100018047,14,41,2
13920,201911,100018047,15,28,2
13921,201911,100018047,16,44,2
13922,201911,100018047,17,40,2
13923,201911,100018047,18,51,2
20665,201912,100018047,10,35,2
20666,201912,100018047,11,51,2
20667,201912,100018047,12,40,2
20668,201912,100018047,13,41,2
20669,201912,100018047,14,41,2
20670,201912,100018047,15,34,2
20671,201912,100018047,16,28,2
20672,201912,100018047,17,41,2
20673,201912,100018047,18,50,2
27415,201921,100018047,10,51,2
27416,201921,100018047,11,35,2
27417,201921,100018047,12,29,2
27418,201921,100018047,13,43,2
27419,201921,100018047,14,27,2
27420,201921,100018047,15,42,2
27421,201921,100018047,16,34,2
27422,201921,100018047,17,43,2
27423,201921,100018047,18,41,2
34165,201922,100018047,10,35,2
34166,201922,100018047,11,35,2
34167,201922,100018047,12,43,2
34168,201922,100018047,13,25,2
34169,201922,100018047,14,43,2
34170,201922,100018047,15,43,2
34171,201922,100018047,16,29,2
34172,201922,100018047,17,52,2
34173,201922,100018047,18,60,2
40915,202011,100018047,19,42,2
40916,202011,100018047,20,42,2
40917,202011,100018047,21,42,2
40918,202011,100018047,22,41,2
40919,202011,100018047,23,39,2
40920,202011,100018047,24,42,2
40921,202011,100018047,25,42,2
40922,202011,100018047,26,43,2
40923,202011,100018047,27,42,2
51040,202012,100018047,19,27,2
51041,202012,100018047,20,51,2
51042,202012,100018047,21,41,2
51043,202012,100018047,22,35,2
51044,202012,100018047,23,43,2
51045,202012,100018047,24,27,2
51046,202012,100018047,25,41,2
51047,202012,100018047,26,50,2
51048,202012,100018047,27,59,2
424,201811,100018048,1,9,2
425,201811,100018048,2,9,2
426,201811,100018048,3,6,2
427,201811,100018048,4,9,2
428,201811,100018048,5,10,2
429,201811,100018048,6,10,2
430,201811,100018048,7,14,2
431,201811,100018048,8,3,2
432,201811,100018048,9,7,2
3799,201812,100018048,1,11,2
3800,201812,100018048,2,0,2
3801,201812,100018048,3,12,2
3802,201812,100018048,4,5,2
3803,201812,100018048,5,11,2
3804,201812,100018048,6,26,2
3805,201812,100018048,7,12,2
3806,201812,100018048,8,1,2
3807,201812,100018048,9,15,2
7174,201821,100018048,1,8,2
7175,201821,100018048,2,10,2
7176,201821,100018048,3,10,2
7177,201821,100018048,4,23,2
7178,201821,100018048,5,6,2
7179,201821,100018048,6,0,2
7180,201821,100018048,7,7,2
7181,201821,100018048,8,12,2
7182,201821,100018048,9,9,2
10549,201822,100018048,1,19,2
10550,201822,100018048,2,3,2
10551,201822,100018048,3,24,2
10552,201822,100018048,4,16,2
10553,201822,100018048,5,3,2
10554,201822,100018048,6,13,2
10555,201822,100018048,7,7,2
10556,201822,100018048,8,0,2
10557,201822,100018048,9,20,2
13924,201911,100018048,10,10,2
13925,201911,100018048,11,14,2
13926,201911,100018048,12,10,2
13927,201911,100018048,13,32,2
13928,201911,100018048,14,12,2
13929,201911,100018048,15,7,2
13930,201911,100018048,16,10,2
13931,201911,100018048,17,9,2
13932,201911,100018048,18,28,2
20674,201912,100018048,10,11,2
20675,201912,100018048,11,26,2
20676,201912,100018048,12,16,2
20677,201912,100018048,13,13,2
20678,201912,100018048,14,4,2
20679,201912,100018048,15,3,2
20680,201912,100018048,16,3,2
20681,201912,100018048,17,12,2
20682,201912,100018048,18,24,2
27424,201921,100018048,10,24,2
27425,201921,100018048,11,2,2
27426,201921,100018048,12,7,2
27427,201921,100018048,13,5,2
27428,201921,100018048,14,0,2
27429,201921,100018048,15,14,2
27430,201921,100018048,16,3,2
27431,201921,100018048,17,10,2
27432,201921,100018048,18,9,2
34174,201922,100018048,10,9,2
34175,201922,100018048,11,11,2
34176,201922,100018048,12,2,2
34177,201922,100018048,13,0,2
34178,201922,100018048,14,12,2
34179,201922,100018048,15,11,2
34180,201922,100018048,16,5,2
34181,201922,100018048,17,27,2
34182,201922,100018048,18,32,2
40924,202011,100018048,19,6,2
40925,202011,100018048,20,10,2
40926,202011,100018048,21,13,2
40927,202011,100018048,22,14,2
40928,202011,100018048,23,8,2
40929,202011,100018048,24,13,2
40930,202011,100018048,25,12,2
40931,202011,100018048,26,13,2
40932,202011,100018048,27,11,2
51049,202012,100018048,19,0,2
51050,202012,100018048,20,23,2
51051,202012,100018048,21,6,2
51052,202012,100018048,22,9,2
51053,202012,100018048,23,10,2
51054,202012,100018048,24,6,2
51055,202012,100018048,25,6,2
51056,202012,100018048,26,32,2
51057,202012,100018048,27,35,2
433,201811,100018049,1,54,2
434,201811,100018049,2,53,2
435,201811,100018049,3,54,2
436,201811,100018049,4,55,2
437,201811,100018049,5,53,2
438,201811,100018049,6,54,2
439,201811,100018049,7,56,2
440,201811,100018049,8,57,2
441,201811,100018049,9,55,2
3808,201812,100018049,1,54,2
3809,201812,100018049,2,41,2
3810,201812,100018049,3,46,2
3811,201812,100018049,4,46,2
3812,201812,100018049,5,55,2
3813,201812,100018049,6,63,2
3814,201812,100018049,7,56,2
3815,201812,100018049,8,38,2
3816,201812,100018049,9,54,2
7183,201821,100018049,1,44,2
7184,201821,100018049,2,45,2
7185,201821,100018049,3,55,2
7186,201821,100018049,4,61,2
7187,201821,100018049,5,39,2
7188,201821,100018049,6,41,2
7189,201821,100018049,7,55,2
7190,201821,100018049,8,57,2
7191,201821,100018049,9,55,2
10558,201822,100018049,1,59,2
10559,201822,100018049,2,39,2
10560,201822,100018049,3,62,2
10561,201822,100018049,4,56,2
10562,201822,100018049,5,45,2
10563,201822,100018049,6,56,2
10564,201822,100018049,7,55,2
10565,201822,100018049,8,42,2
10566,201822,100018049,9,57,2
13933,201911,100018049,10,52,2
13934,201911,100018049,11,60,2
13935,201911,100018049,12,53,2
13936,201911,100018049,13,69,2
13937,201911,100018049,14,53,2
13938,201911,100018049,15,38,2
13939,201911,100018049,16,55,2
13940,201911,100018049,17,53,2
13941,201911,100018049,18,62,2
20683,201912,100018049,10,44,2
20684,201912,100018049,11,61,2
20685,201912,100018049,12,55,2
20686,201912,100018049,13,53,2
20687,201912,100018049,14,55,2
20688,201912,100018049,15,45,2
20689,201912,100018049,16,38,2
20690,201912,100018049,17,54,2
20691,201912,100018049,18,59,2
27433,201921,100018049,10,60,2
27434,201921,100018049,11,47,2
27435,201921,100018049,12,38,2
27436,201921,100018049,13,55,2
27437,201921,100018049,14,40,2
27438,201921,100018049,15,55,2
27439,201921,100018049,16,45,2
27440,201921,100018049,17,55,2
27441,201921,100018049,18,53,2
34183,201922,100018049,10,45,2
34184,201922,100018049,11,44,2
34185,201922,100018049,12,55,2
34186,201922,100018049,13,41,2
34187,201922,100018049,14,55,2
34188,201922,100018049,15,56,2
34189,201922,100018049,16,38,2
34190,201922,100018049,17,63,2
34191,201922,100018049,18,70,2
40933,202011,100018049,19,56,2
40934,202011,100018049,20,55,2
40935,202011,100018049,21,54,2
40936,202011,100018049,22,54,2
40937,202011,100018049,23,55,2
40938,202011,100018049,24,55,2
40939,202011,100018049,25,55,2
40940,202011,100018049,26,56,2
40941,202011,100018049,27,55,2
51058,202012,100018049,19,41,2
51059,202012,100018049,20,63,2
51060,202012,100018049,21,54,2
51061,202012,100018049,22,45,2
51062,202012,100018049,23,55,2
51063,202012,100018049,24,38,2
51064,202012,100018049,25,56,2
51065,202012,100018049,26,61,2
51066,202012,100018049,27,70,2
442,201811,100018050,1,57,2
443,201811,100018050,2,55,2
444,201811,100018050,3,57,2
445,201811,100018050,4,56,2
446,201811,100018050,5,55,2
447,201811,100018050,6,57,2
448,201811,100018050,7,58,2
449,201811,100018050,8,59,2
450,201811,100018050,9,57,2
3817,201812,100018050,1,56,2
3818,201812,100018050,2,45,2
3819,201812,100018050,3,48,2
3820,201812,100018050,4,48,2
3821,201812,100018050,5,57,2
3822,201812,100018050,6,64,2
3823,201812,100018050,7,58,2
3824,201812,100018050,8,40,2
3825,201812,100018050,9,56,2
7192,201821,100018050,1,46,2
7193,201821,100018050,2,47,2
7194,201821,100018050,3,57,2
7195,201821,100018050,4,63,2
7196,201821,100018050,5,41,2
7197,201821,100018050,6,43,2
7198,201821,100018050,7,56,2
7199,201821,100018050,8,59,2
7200,201821,100018050,9,56,2
10567,201822,100018050,1,60,2
10568,201822,100018050,2,41,2
10569,201822,100018050,3,64,2
10570,201822,100018050,4,58,2
10571,201822,100018050,5,46,2
10572,201822,100018050,6,58,2
10573,201822,100018050,7,56,2
10574,201822,100018050,8,43,2
10575,201822,100018050,9,59,2
13942,201911,100018050,10,54,2
13943,201911,100018050,11,62,2
13944,201911,100018050,12,55,2
13945,201911,100018050,13,71,2
13946,201911,100018050,14,55,2
13947,201911,100018050,15,39,2
13948,201911,100018050,16,58,2
13949,201911,100018050,17,54,2
13950,201911,100018050,18,64,2
20692,201912,100018050,10,45,2
20693,201912,100018050,11,63,2
20694,201912,100018050,12,57,2
20695,201912,100018050,13,54,2
20696,201912,100018050,14,57,2
20697,201912,100018050,15,48,2
20698,201912,100018050,16,40,2
20699,201912,100018050,17,56,2
20700,201912,100018050,18,60,2
27442,201921,100018050,10,62,2
27443,201921,100018050,11,49,2
27444,201921,100018050,12,40,2
27445,201921,100018050,13,57,2
27446,201921,100018050,14,43,2
27447,201921,100018050,15,57,2
27448,201921,100018050,16,47,2
27449,201921,100018050,17,58,2
27450,201921,100018050,18,55,2
34192,201922,100018050,10,47,2
34193,201922,100018050,11,46,2
34194,201922,100018050,12,58,2
34195,201922,100018050,13,43,2
34196,201922,100018050,14,58,2
34197,201922,100018050,15,58,2
34198,201922,100018050,16,40,2
34199,201922,100018050,17,63,2
34200,201922,100018050,18,72,2
40942,202011,100018050,19,58,2
40943,202011,100018050,20,58,2
40944,202011,100018050,21,56,2
40945,202011,100018050,22,56,2
40946,202011,100018050,23,56,2
40947,202011,100018050,24,57,2
40948,202011,100018050,25,57,2
40949,202011,100018050,26,58,2
40950,202011,100018050,27,57,2
51067,202012,100018050,19,44,2
51068,202012,100018050,20,64,2
51069,202012,100018050,21,56,2
51070,202012,100018050,22,47,2
51071,202012,100018050,23,56,2
51072,202012,100018050,24,40,2
51073,202012,100018050,25,58,2
51074,202012,100018050,26,62,2
51075,202012,100018050,27,72,2
451,201811,100018051,1,25,3
452,201811,100018051,2,23,3
453,201811,100018051,3,25,3
454,201811,100018051,4,26,3
455,201811,100018051,5,26,3
456,201811,100018051,6,24,3
457,201811,100018051,7,26,3
458,201811,100018051,8,26,3
459,201811,100018051,9,28,3
3826,201812,100018051,1,26,3
3827,201812,100018051,2,10,3
3828,201812,100018051,3,22,3
3829,201812,100018051,4,19,3
3830,201812,100018051,5,23,3
3831,201812,100018051,6,39,3
3832,201812,100018051,7,27,3
3833,201812,100018051,8,17,3
3834,201812,100018051,9,25,3
7201,201821,100018051,1,21,3
7202,201821,100018051,2,23,3
7203,201821,100018051,3,24,3
7204,201821,100018051,4,38,3
7205,201821,100018051,5,16,3
7206,201821,100018051,6,7,3
7207,201821,100018051,7,25,3
7208,201821,100018051,8,28,3
7209,201821,100018051,9,23,3
10576,201822,100018051,1,35,3
10577,201822,100018051,2,17,3
10578,201822,100018051,3,36,3
10579,201822,100018051,4,27,3
10580,201822,100018051,5,17,3
10581,201822,100018051,6,27,3
10582,201822,100018051,7,25,3
10583,201822,100018051,8,9,3
10584,201822,100018051,9,31,3
13951,201911,100018051,10,27,3
13952,201911,100018051,11,34,3
13953,201911,100018051,12,25,3
13954,201911,100018051,13,48,3
13955,201911,100018051,14,27,3
13956,201911,100018051,15,17,3
13957,201911,100018051,16,27,3
13958,201911,100018051,17,25,3
13959,201911,100018051,18,37,3
20701,201912,100018051,10,19,3
20702,201912,100018051,11,38,3
20703,201912,100018051,12,24,3
20704,201912,100018051,13,26,3
20705,201912,100018051,14,26,3
20706,201912,100018051,15,21,3
20707,201912,100018051,16,17,3
20708,201912,100018051,17,27,3
20709,201912,100018051,18,36,3
27451,201921,100018051,10,37,3
27452,201921,100018051,11,22,3
27453,201921,100018051,12,16,3
27454,201921,100018051,13,27,3
27455,201921,100018051,14,8,3
27456,201921,100018051,15,24,3
27457,201921,100018051,16,20,3
27458,201921,100018051,17,28,3
27459,201921,100018051,18,23,3
34201,201922,100018051,10,21,3
34202,201922,100018051,11,23,3
34203,201922,100018051,12,25,3
34204,201922,100018051,13,7,3
34205,201922,100018051,14,26,3
34206,201922,100018051,15,28,3
34207,201922,100018051,16,16,3
34208,201922,100018051,17,38,3
34209,201922,100018051,18,46,3
40951,202011,100018051,19,23,3
40952,202011,100018051,20,26,3
40953,202011,100018051,21,27,3
40954,202011,100018051,22,27,3
40955,202011,100018051,23,26,3
40956,202011,100018051,24,26,3
40957,202011,100018051,25,25,3
40958,202011,100018051,26,27,3
40959,202011,100018051,27,27,3
51076,202012,100018051,19,10,3
51077,202012,100018051,20,36,3
51078,202012,100018051,21,23,3
51079,202012,100018051,22,21,3
51080,202012,100018051,23,27,3
51081,202012,100018051,24,17,3
51082,202012,100018051,25,24,3
51083,202012,100018051,26,38,3
51084,202012,100018051,27,45,3
460,201811,100018052,1,53,3
461,201811,100018052,2,52,3
462,201811,100018052,3,54,3
463,201811,100018052,4,53,3
464,201811,100018052,5,53,3
465,201811,100018052,6,53,3
466,201811,100018052,7,56,3
467,201811,100018052,8,55,3
468,201811,100018052,9,55,3
3835,201812,100018052,1,53,3
3836,201812,100018052,2,41,3
3837,201812,100018052,3,46,3
3838,201812,100018052,4,46,3
3839,201812,100018052,5,54,3
3840,201812,100018052,6,62,3
3841,201812,100018052,7,55,3
3842,201812,100018052,8,38,3
3843,201812,100018052,9,53,3
7210,201821,100018052,1,44,3
7211,201821,100018052,2,45,3
7212,201821,100018052,3,54,3
7213,201821,100018052,4,61,3
7214,201821,100018052,5,39,3
7215,201821,100018052,6,41,3
7216,201821,100018052,7,54,3
7217,201821,100018052,8,56,3
7218,201821,100018052,9,54,3
10585,201822,100018052,1,59,3
10586,201822,100018052,2,38,3
10587,201822,100018052,3,62,3
10588,201822,100018052,4,55,3
10589,201822,100018052,5,44,3
10590,201822,100018052,6,55,3
10591,201822,100018052,7,54,3
10592,201822,100018052,8,41,3
10593,201822,100018052,9,57,3
13960,201911,100018052,10,52,3
13961,201911,100018052,11,59,3
13962,201911,100018052,12,53,3
13963,201911,100018052,13,69,3
13964,201911,100018052,14,53,3
13965,201911,100018052,15,37,3
13966,201911,100018052,16,55,3
13967,201911,100018052,17,52,3
13968,201911,100018052,18,62,3
20710,201912,100018052,10,43,3
20711,201912,100018052,11,61,3
20712,201912,100018052,12,55,3
20713,201912,100018052,13,52,3
20714,201912,100018052,14,54,3
20715,201912,100018052,15,45,3
20716,201912,100018052,16,38,3
20717,201912,100018052,17,54,3
20718,201912,100018052,18,59,3
27460,201921,100018052,10,60,3
27461,201921,100018052,11,46,3
27462,201921,100018052,12,38,3
27463,201921,100018052,13,54,3
27464,201921,100018052,14,39,3
27465,201921,100018052,15,55,3
27466,201921,100018052,16,44,3
27467,201921,100018052,17,55,3
27468,201921,100018052,18,52,3
34210,201922,100018052,10,45,3
34211,201922,100018052,11,44,3
34212,201922,100018052,12,55,3
34213,201922,100018052,13,40,3
34214,201922,100018052,14,55,3
34215,201922,100018052,15,55,3
34216,201922,100018052,16,38,3
34217,201922,100018052,17,62,3
34218,201922,100018052,18,70,3
40960,202011,100018052,19,55,3
40961,202011,100018052,20,55,3
40962,202011,100018052,21,54,3
40963,202011,100018052,22,54,3
40964,202011,100018052,23,54,3
40965,202011,100018052,24,55,3
40966,202011,100018052,25,54,3
40967,202011,100018052,26,56,3
40968,202011,100018052,27,55,3
51085,202012,100018052,19,41,3
51086,202012,100018052,20,62,3
51087,202012,100018052,21,54,3
51088,202012,100018052,22,45,3
51089,202012,100018052,23,55,3
51090,202012,100018052,24,37,3
51091,202012,100018052,25,55,3
51092,202012,100018052,26,61,3
51093,202012,100018052,27,70,3
469,201811,100018053,1,43,3
470,201811,100018053,2,45,3
471,201811,100018053,3,46,3
472,201811,100018053,4,45,3
473,201811,100018053,5,44,3
474,201811,100018053,6,46,3
475,201811,100018053,7,48,3
476,201811,100018053,8,47,3
477,201811,100018053,9,48,3
3844,201812,100018053,1,46,3
3845,201812,100018053,2,31,3
3846,201812,100018053,3,38,3
3847,201812,100018053,4,39,3
3848,201812,100018053,5,45,3
3849,201812,100018053,6,56,3
3850,201812,100018053,7,47,3
3851,201812,100018053,8,32,3
3852,201812,100018053,9,45,3
7219,201821,100018053,1,38,3
7220,201821,100018053,2,39,3
7221,201821,100018053,3,45,3
7222,201821,100018053,4,53,3
7223,201821,100018053,5,32,3
7224,201821,100018053,6,30,3
7225,201821,100018053,7,46,3
7226,201821,100018053,8,48,3
7227,201821,100018053,9,45,3
10594,201822,100018053,1,51,3
10595,201822,100018053,2,32,3
10596,201822,100018053,3,54,3
10597,201822,100018053,4,47,3
10598,201822,100018053,5,38,3
10599,201822,100018053,6,46,3
10600,201822,100018053,7,46,3
10601,201822,100018053,8,33,3
10602,201822,100018053,9,48,3
13969,201911,100018053,10,46,3
13970,201911,100018053,11,52,3
13971,201911,100018053,12,46,3
13972,201911,100018053,13,63,3
13973,201911,100018053,14,45,3
13974,201911,100018053,15,31,3
13975,201911,100018053,16,48,3
13976,201911,100018053,17,46,3
13977,201911,100018053,18,54,3
20719,201912,100018053,10,38,3
20720,201912,100018053,11,55,3
20721,201912,100018053,12,46,3
20722,201912,100018053,13,45,3
20723,201912,100018053,14,46,3
20724,201912,100018053,15,39,3
20725,201912,100018053,16,31,3
20726,201912,100018053,17,46,3
20727,201912,100018053,18,53,3
27469,201921,100018053,10,55,3
27470,201921,100018053,11,39,3
27471,201921,100018053,12,31,3
27472,201921,100018053,13,47,3
27473,201921,100018053,14,32,3
27474,201921,100018053,15,46,3
27475,201921,100018053,16,38,3
27476,201921,100018053,17,47,3
27477,201921,100018053,18,45,3
34219,201922,100018053,10,38,3
34220,201922,100018053,11,38,3
34221,201922,100018053,12,47,3
34222,201922,100018053,13,32,3
34223,201922,100018053,14,47,3
34224,201922,100018053,15,47,3
34225,201922,100018053,16,32,3
34226,201922,100018053,17,56,3
34227,201922,100018053,18,63,3
40969,202011,100018053,19,46,3
40970,202011,100018053,20,46,3
40971,202011,100018053,21,46,3
40972,202011,100018053,22,46,3
40973,202011,100018053,23,45,3
40974,202011,100018053,24,47,3
40975,202011,100018053,25,47,3
40976,202011,100018053,26,47,3
40977,202011,100018053,27,47,3
51094,202012,100018053,19,32,3
51095,202012,100018053,20,54,3
51096,202012,100018053,21,45,3
51097,202012,100018053,22,38,3
51098,202012,100018053,23,47,3
51099,202012,100018053,24,32,3
51100,202012,100018053,25,47,3
51101,202012,100018053,26,53,3
51102,202012,100018053,27,63,3
478,201811,100018054,1,56,3
479,201811,100018054,2,55,3
480,201811,100018054,3,56,3
481,201811,100018054,4,56,3
482,201811,100018054,5,55,3
483,201811,100018054,6,57,3
484,201811,100018054,7,58,3
485,201811,100018054,8,59,3
486,201811,100018054,9,57,3
3853,201812,100018054,1,56,3
3854,201812,100018054,2,45,3
3855,201812,100018054,3,48,3
3856,201812,100018054,4,48,3
3857,201812,100018054,5,57,3
3858,201812,100018054,6,64,3
3859,201812,100018054,7,58,3
3860,201812,100018054,8,40,3
3861,201812,100018054,9,55,3
7228,201821,100018054,1,46,3
7229,201821,100018054,2,47,3
7230,201821,100018054,3,57,3
7231,201821,100018054,4,63,3
7232,201821,100018054,5,41,3
7233,201821,100018054,6,43,3
7234,201821,100018054,7,56,3
7235,201821,100018054,8,58,3
7236,201821,100018054,9,56,3
10603,201822,100018054,1,60,3
10604,201822,100018054,2,41,3
10605,201822,100018054,3,64,3
10606,201822,100018054,4,58,3
