grade_id,semester_code,user_code,subject_code,score
3292,201811,100018366,7,27
3293,201811,100018366,8,27
3294,201811,100018366,9,29
3295,201811,100018367,1,41
3296,201811,100018367,2,42
3297,201811,100018367,3,42
3298,201811,100018367,4,42
3299,201811,100018367,5,42
3300,201811,100018367,6,42
3301,201811,100018367,7,46
3302,201811,100018367,8,44
3303,201811,100018367,9,45
3304,201811,100018368,1,26
3305,201811,100018368,2,25
3306,201811,100018368,3,28
3307,201811,100018368,4,28
3308,201811,100018368,5,29
3309,201811,100018368,6,27
3310,201811,100018368,7,29
3311,201811,100018368,8,27
3312,201811,100018368,9,30
3313,201811,100018369,1,39
3314,201811,100018369,2,40
3315,201811,100018369,3,41
3316,201811,100018369,4,40
3317,201811,100018369,5,40
3318,201811,100018369,6,40
3319,201811,100018369,7,44
3320,201811,100018369,8,42
3321,201811,100018369,9,43
3322,201811,100018370,1,39
3323,201811,100018370,2,40
3324,201811,100018370,3,41
3325,201811,100018370,4,41
3326,201811,100018370,5,40
3327,201811,100018370,6,40
3328,201811,100018370,7,44
3329,201811,100018370,8,42
3330,201811,100018370,9,43
3331,201811,100018371,1,26
3332,201811,100018371,2,25
3333,201811,100018371,3,28
3334,201811,100018371,4,29
3335,201811,100018371,5,29
3336,201811,100018371,6,27
3337,201811,100018371,7,29
3338,201811,100018371,8,28
3339,201811,100018371,9,30
3340,201811,100018372,1,52
3341,201811,100018372,2,52
3342,201811,100018372,3,54
3343,201811,100018372,4,53
3344,201811,100018372,5,52
3345,201811,100018372,6,53
3346,201811,100018372,7,56
3347,201811,100018372,8,55
3348,201811,100018372,9,55
3349,201811,100018373,1,29
3350,201811,100018373,2,28
3351,201811,100018373,3,30
3352,201811,100018373,4,31
3353,201811,100018373,5,31
3354,201811,100018373,6,30
3355,201811,100018373,7,32
3356,201811,100018373,8,30
3357,201811,100018373,9,31
3358,201811,100018374,1,62
3359,201811,100018374,2,64
3360,201811,100018374,3,64
3361,201811,100018374,4,60
3362,201811,100018374,5,59
3363,201811,100018374,6,62
3364,201811,100018374,7,63
3365,201811,100018374,8,63
3366,201811,100018374,9,63
3367,201811,100018375,1,74
3368,201811,100018375,2,76
3369,201811,100018375,3,77
3370,201811,100018375,4,71
3371,201811,100018375,5,70
3372,201811,100018375,6,74
3373,201811,100018375,7,73
3374,201811,100018375,8,72
3375,201811,100018375,9,74
3376,201812,100018001,1,56
3377,201812,100018001,2,45
3378,201812,100018001,3,48
3379,201812,100018001,4,48
3380,201812,100018001,5,56
3381,201812,100018001,6,64
3382,201812,100018001,7,57
3383,201812,100018001,8,40
3384,201812,100018001,9,55
3385,201812,100018002,1,27
3386,201812,100018002,2,11
3387,201812,100018002,3,23
3388,201812,100018002,4,19
3389,201812,100018002,5,24
3390,201812,100018002,6,39
3391,201812,100018002,7,28
3392,201812,100018002,8,18
3393,201812,100018002,9,26
3394,201812,100018003,1,46
3395,201812,100018003,2,31
3396,201812,100018003,3,39
3397,201812,100018003,4,39
3398,201812,100018003,5,46
3399,201812,100018003,6,56
3400,201812,100018003,7,48
3401,201812,100018003,8,33
3402,201812,100018003,9,45
3403,201812,100018004,1,38
3404,201812,100018004,2,22
3405,201812,100018004,3,32
3406,201812,100018004,4,32
3407,201812,100018004,5,37
3408,201812,100018004,6,50
3409,201812,100018004,7,39
3410,201812,100018004,8,25
3411,201812,100018004,9,39
3412,201812,100018005,1,16
3413,201812,100018005,2,4
3414,201812,100018005,3,16
3415,201812,100018005,4,11
3416,201812,100018005,5,14
3417,201812,100018005,6,31
3418,201812,100018005,7,18
3419,201812,100018005,8,9
3420,201812,100018005,9,19
3421,201812,100018006,1,56
3422,201812,100018006,2,44
3423,201812,100018006,3,47
3424,201812,100018006,4,47
3425,201812,100018006,5,56
3426,201812,100018006,6,63
3427,201812,100018006,7,57
3428,201812,100018006,8,39
3429,201812,100018006,9,55
3430,201812,100018007,1,50
3431,201812,100018007,2,35
3432,201812,100018007,3,41
3433,201812,100018007,4,42
3434,201812,100018007,5,49
3435,201812,100018007,6,58
3436,201812,100018007,7,51
3437,201812,100018007,8,35
3438,201812,100018007,9,48
3439,201812,100018008,1,40
3440,201812,100018008,2,24
3441,201812,100018008,3,34
3442,201812,100018008,4,34
3443,201812,100018008,5,40
3444,201812,100018008,6,52
3445,201812,100018008,7,41
3446,201812,100018008,8,27
3447,201812,100018008,9,41
3448,201812,100018009,1,40
3449,201812,100018009,2,24
3450,201812,100018009,3,34
3451,201812,100018009,4,33
3452,201812,100018009,5,40
3453,201812,100018009,6,51
3454,201812,100018009,7,41
3455,201812,100018009,8,27
3456,201812,100018009,9,40
3457,201812,100018010,1,39
3458,201812,100018010,2,24
3459,201812,100018010,3,33
3460,201812,100018010,4,33
3461,201812,100018010,5,39
3462,201812,100018010,6,51
3463,201812,100018010,7,40
3464,201812,100018010,8,27
3465,201812,100018010,9,40
3466,201812,100018011,1,34
3467,201812,100018011,2,18
3468,201812,100018011,3,28
3469,201812,100018011,4,27
3470,201812,100018011,5,33
3471,201812,100018011,6,46
3472,201812,100018011,7,35
3473,201812,100018011,8,21
3474,201812,100018011,9,33
3475,201812,100018012,1,52
3476,201812,100018012,2,37
3477,201812,100018012,3,43
3478,201812,100018012,4,43
3479,201812,100018012,5,52
3480,201812,100018012,6,60
3481,201812,100018012,7,52
3482,201812,100018012,8,36
3483,201812,100018012,9,51
3484,201812,100018013,1,39
3485,201812,100018013,2,23
3486,201812,100018013,3,32
3487,201812,100018013,4,32
3488,201812,100018013,5,37
3489,201812,100018013,6,50
3490,201812,100018013,7,39
3491,201812,100018013,8,26
3492,201812,100018013,9,39
3493,201812,100018014,1,75
3494,201812,100018014,2,66
3495,201812,100018014,3,64
3496,201812,100018014,4,62
3497,201812,100018014,5,78
3498,201812,100018014,6,80
3499,201812,100018014,7,74
3500,201812,100018014,8,54
3501,201812,100018014,9,75
3502,201812,100018015,1,56
3503,201812,100018015,2,45
3504,201812,100018015,3,48
3505,201812,100018015,4,48
3506,201812,100018015,5,57
3507,201812,100018015,6,64
3508,201812,100018015,7,58
3509,201812,100018015,8,40
3510,201812,100018015,9,55
3511,201812,100018016,1,65
3512,201812,100018016,2,54
3513,201812,100018016,3,56
3514,201812,100018016,4,54
3515,201812,100018016,5,66
3516,201812,100018016,6,71
3517,201812,100018016,7,65
3518,201812,100018016,8,46
3519,201812,100018016,9,64
3520,201812,100018017,1,35
3521,201812,100018017,2,21
3522,201812,100018017,3,29
3523,201812,100018017,4,29
3524,201812,100018017,5,34
3525,201812,100018017,6,47
3526,201812,100018017,7,36
3527,201812,100018017,8,23
3528,201812,100018017,9,37
3529,201812,100018018,1,35
3530,201812,100018018,2,20
3531,201812,100018018,3,29
3532,201812,100018018,4,29
3533,201812,100018018,5,34
3534,201812,100018018,6,47
3535,201812,100018018,7,36
3536,201812,100018018,8,23
3537,201812,100018018,9,37
3538,201812,100018019,1,41
3539,201812,100018019,2,25
3540,201812,100018019,3,34
3541,201812,100018019,4,34
3542,201812,100018019,5,40
3543,201812,100018019,6,52
3544,201812,100018019,7,41
3545,201812,100018019,8,27
3546,201812,100018019,9,41
3547,201812,100018020,1,35
3548,201812,100018020,2,19
3549,201812,100018020,3,29
3550,201812,100018020,4,28
3551,201812,100018020,5,33
3552,201812,100018020,6,46
3553,201812,100018020,7,35
3554,201812,100018020,8,22
3555,201812,100018020,9,35
3556,201812,100018021,1,61
3557,201812,100018021,2,51
3558,201812,100018021,3,52
3559,201812,100018021,4,52
3560,201812,100018021,5,62
3561,201812,100018021,6,68
3562,201812,100018021,7,62
3563,201812,100018021,8,44
3564,201812,100018021,9,60
3565,201812,100018022,1,60
3566,201812,100018022,2,50
3567,201812,100018022,3,51
3568,201812,100018022,4,51
3569,201812,100018022,5,61
3570,201812,100018022,6,68
3571,201812,100018022,7,62
3572,201812,100018022,8,43
3573,201812,100018022,9,59
3574,201812,100018023,1,24
3575,201812,100018023,2,8
3576,201812,100018023,3,22
3577,201812,100018023,4,18
3578,201812,100018023,5,22
3579,201812,100018023,6,37
3580,201812,100018023,7,24
3581,201812,100018023,8,16
3582,201812,100018023,9,24
3583,201812,100018024,1,35
3584,201812,100018024,2,20
3585,201812,100018024,3,29
3586,201812,100018024,4,29
3587,201812,100018024,5,34
3588,201812,100018024,6,47
3589,201812,100018024,7,36
3590,201812,100018024,8,23
3591,201812,100018024,9,36
3592,201812,100018025,1,39
3593,201812,100018025,2,23
3594,201812,100018025,3,33
3595,201812,100018025,4,32
3596,201812,100018025,5,38
3597,201812,100018025,6,51
3598,201812,100018025,7,40
3599,201812,100018025,8,26
3600,201812,100018025,9,40
3601,201812,100018026,1,75
3602,201812,100018026,2,64
3603,201812,100018026,3,63
3604,201812,100018026,4,61
3605,201812,100018026,5,76
3606,201812,100018026,6,79
3607,201812,100018026,7,73
3608,201812,100018026,8,54
3609,201812,100018026,9,75
3610,201812,100018027,1,63
3611,201812,100018027,2,52
3612,201812,100018027,3,54
3613,201812,100018027,4,52
3614,201812,100018027,5,64
3615,201812,100018027,6,70
3616,201812,100018027,7,63
3617,201812,100018027,8,45
3618,201812,100018027,9,62
3619,201812,100018028,1,22
3620,201812,100018028,2,7
3621,201812,100018028,3,20
3622,201812,100018028,4,16
3623,201812,100018028,5,21
3624,201812,100018028,6,36
3625,201812,100018028,7,23
3626,201812,100018028,8,15
3627,201812,100018028,9,22
3628,201812,100018029,1,46
3629,201812,100018029,2,32
3630,201812,100018029,3,39
3631,201812,100018029,4,40
3632,201812,100018029,5,47
3633,201812,100018029,6,56
3634,201812,100018029,7,48
3635,201812,100018029,8,33
3636,201812,100018029,9,46
3637,201812,100018030,1,64
3638,201812,100018030,2,53
3639,201812,100018030,3,54
3640,201812,100018030,4,53
3641,201812,100018030,5,65
3642,201812,100018030,6,70
3643,201812,100018030,7,64
3644,201812,100018030,8,45
3645,201812,100018030,9,62
3646,201812,100018031,1,62
3647,201812,100018031,2,52
3648,201812,100018031,3,53
3649,201812,100018031,4,52
3650,201812,100018031,5,63
3651,201812,100018031,6,69
3652,201812,100018031,7,63
3653,201812,100018031,8,44
3654,201812,100018031,9,61
3655,201812,100018032,1,39
3656,201812,100018032,2,24
3657,201812,100018032,3,33
3658,201812,100018032,4,32
3659,201812,100018032,5,38
3660,201812,100018032,6,51
3661,201812,100018032,7,40
3662,201812,100018032,8,26
3663,201812,100018032,9,40
3664,201812,100018033,1,50
3665,201812,100018033,2,36
3666,201812,100018033,3,42
3667,201812,100018033,4,42
3668,201812,100018033,5,49
3669,201812,100018033,6,58
3670,201812,100018033,7,51
3671,201812,100018033,8,35
3672,201812,100018033,9,49
3673,201812,100018034,1,60
3674,201812,100018034,2,49
3675,201812,100018034,3,50
3676,201812,100018034,4,51
3677,201812,100018034,5,60
3678,201812,100018034,6,67
3679,201812,100018034,7,61
3680,201812,100018034,8,42
3681,201812,100018034,9,58
3682,201812,100018035,1,32
3683,201812,100018035,2,16
3684,201812,100018035,3,26
3685,201812,100018035,4,25
3686,201812,100018035,5,31
3687,201812,100018035,6,45
3688,201812,100018035,7,33
3689,201812,100018035,8,20
3690,201812,100018035,9,31
3691,201812,100018036,1,35
3692,201812,100018036,2,19
3693,201812,100018036,3,29
3694,201812,100018036,4,28
3695,201812,100018036,5,33
3696,201812,100018036,6,46
3697,201812,100018036,7,35
3698,201812,100018036,8,22
3699,201812,100018036,9,35
3700,201812,100018037,1,74
3701,201812,100018037,2,63
3702,201812,100018037,3,62
3703,201812,100018037,4,60
3704,201812,100018037,5,75
3705,201812,100018037,6,77
3706,201812,100018037,7,72
3707,201812,100018037,8,53
3708,201812,100018037,9,71
3709,201812,100018038,1,65
3710,201812,100018038,2,54
3711,201812,100018038,3,56
3712,201812,100018038,4,54
3713,201812,100018038,5,66
3714,201812,100018038,6,71
3715,201812,100018038,7,66
3716,201812,100018038,8,47
3717,201812,100018038,9,64
3718,201812,100018039,1,57
3719,201812,100018039,2,46
3720,201812,100018039,3,49
3721,201812,100018039,4,49
3722,201812,100018039,5,57
3723,201812,100018039,6,65
3724,201812,100018039,7,58
3725,201812,100018039,8,41
3726,201812,100018039,9,56
3727,201812,100018040,1,33
3728,201812,100018040,2,18
3729,201812,100018040,3,27
3730,201812,100018040,4,26
3731,201812,100018040,5,32
3732,201812,100018040,6,45
3733,201812,100018040,7,34
3734,201812,100018040,8,21
3735,201812,100018040,9,32
3736,201812,100018041,1,44
3737,201812,100018041,2,29
3738,201812,100018041,3,37
3739,201812,100018041,4,37
3740,201812,100018041,5,43
3741,201812,100018041,6,54
3742,201812,100018041,7,45
3743,201812,100018041,8,31
3744,201812,100018041,9,43
3745,201812,100018042,1,78
3746,201812,100018042,2,69
3747,201812,100018042,3,67
3748,201812,100018042,4,66
3749,201812,100018042,5,80
3750,201812,100018042,6,82
3751,201812,100018042,7,79
3752,201812,100018042,8,57
3753,201812,100018042,9,79
3754,201812,100018043,1,47
3755,201812,100018043,2,33
3756,201812,100018043,3,39
3757,201812,100018043,4,40
3758,201812,100018043,5,47
3759,201812,100018043,6,56
3760,201812,100018043,7,49
3761,201812,100018043,8,33
3762,201812,100018043,9,46
3763,201812,100018044,1,50
3764,201812,100018044,2,35
3765,201812,100018044,3,42
3766,201812,100018044,4,42
3767,201812,100018044,5,49
3768,201812,100018044,6,58
3769,201812,100018044,7,51
3770,201812,100018044,8,35
3771,201812,100018044,9,49
3772,201812,100018045,1,39
3773,201812,100018045,2,23
3774,201812,100018045,3,33
3775,201812,100018045,4,32
3776,201812,100018045,5,37
3777,201812,100018045,6,50
3778,201812,100018045,7,39
3779,201812,100018045,8,26
3780,201812,100018045,9,39
3781,201812,100018046,1,52
3782,201812,100018046,2,39
3783,201812,100018046,3,44
3784,201812,100018046,4,44
3785,201812,100018046,5,53
3786,201812,100018046,6,60
3787,201812,100018046,7,53
3788,201812,100018046,8,37
3789,201812,100018046,9,52
3790,201812,100018047,1,42
3791,201812,100018047,2,26
3792,201812,100018047,3,35
3793,201812,100018047,4,35
3794,201812,100018047,5,42
3795,201812,100018047,6,53
3796,201812,100018047,7,42
3797,201812,100018047,8,28
3798,201812,100018047,9,42
3799,201812,100018048,1,11
3800,201812,100018048,2,0
3801,201812,100018048,3,12
3802,201812,100018048,4,5
3803,201812,100018048,5,11
3804,201812,100018048,6,26
3805,201812,100018048,7,12
3806,201812,100018048,8,1
3807,201812,100018048,9,15
3808,201812,100018049,1,54
3809,201812,100018049,2,41
3810,201812,100018049,3,46
3811,201812,100018049,4,46
3812,201812,100018049,5,55
3813,201812,100018049,6,63
3814,201812,100018049,7,56
3815,201812,100018049,8,38
3816,201812,100018049,9,54
3817,201812,100018050,1,56
3818,201812,100018050,2,45
3819,201812,100018050,3,48
3820,201812,100018050,4,48
3821,201812,100018050,5,57
3822,201812,100018050,6,64
3823,201812,100018050,7,58
3824,201812,100018050,8,40
3825,201812,100018050,9,56
3826,201812,100018051,1,26
3827,201812,100018051,2,10
3828,201812,100018051,3,22
3829,201812,100018051,4,19
3830,201812,100018051,5,23
3831,201812,100018051,6,39
3832,201812,100018051,7,27
3833,201812,100018051,8,17
3834,201812,100018051,9,25
3835,201812,100018052,1,53
3836,201812,100018052,2,41
3837,201812,100018052,3,46
3838,201812,100018052,4,46
3839,201812,100018052,5,54
3840,201812,100018052,6,62
3841,201812,100018052,7,55
3842,201812,100018052,8,38
3843,201812,100018052,9,53
3844,201812,100018053,1,46
3845,201812,100018053,2,31
3846,201812,100018053,3,38
3847,201812,100018053,4,39
3848,201812,100018053,5,45
3849,201812,100018053,6,56
3850,201812,100018053,7,47
3851,201812,100018053,8,32
3852,201812,100018053,9,45
3853,201812,100018054,1,56
3854,201812,100018054,2,45
3855,201812,100018054,3,48
3856,201812,100018054,4,48
3857,201812,100018054,5,57
3858,201812,100018054,6,64
3859,201812,100018054,7,58
3860,201812,100018054,8,40
3861,201812,100018054,9,55
3862,201812,100018055,1,45
3863,201812,100018055,2,30
3864,201812,100018055,3,38
3865,201812,100018055,4,38
3866,201812,100018055,5,45
3867,201812,100018055,6,55
3868,201812,100018055,7,47
3869,201812,100018055,8,32
3870,201812,100018055,9,45
3871,201812,100018056,1,56
3872,201812,100018056,2,45
3873,201812,100018056,3,48
3874,201812,100018056,4,48
3875,201812,100018056,5,56
3876,201812,100018056,6,63
3877,201812,100018056,7,57
3878,201812,100018056,8,39
3879,201812,100018056,9,55
3880,201812,100018057,1,52
3881,201812,100018057,2,39
3882,201812,100018057,3,44
3883,201812,100018057,4,44
3884,201812,100018057,5,52
3885,201812,100018057,6,60
3886,201812,100018057,7,53
3887,201812,100018057,8,37
3888,201812,100018057,9,51
3889,201812,100018058,1,61
3890,201812,100018058,2,52
3891,201812,100018058,3,52
3892,201812,100018058,4,52
3893,201812,100018058,5,62
3894,201812,100018058,6,69
3895,201812,100018058,7,62
3896,201812,100018058,8,44
3897,201812,100018058,9,60
3898,201812,100018059,1,95
3899,201812,100018059,2,87
3900,201812,100018059,3,77
3901,201812,100018059,4,83
3902,201812,100018059,5,95
3903,201812,100018059,6,97
3904,201812,100018059,7,89
3905,201812,100018059,8,64
3906,201812,100018059,9,97
3907,201812,100018060,1,51
3908,201812,100018060,2,36
3909,201812,100018060,3,42
3910,201812,100018060,4,42
3911,201812,100018060,5,50
3912,201812,100018060,6,58
3913,201812,100018060,7,51
3914,201812,100018060,8,35
3915,201812,100018060,9,49
3916,201812,100018061,1,31
3917,201812,100018061,2,13
3918,201812,100018061,3,25
3919,201812,100018061,4,22
3920,201812,100018061,5,27
3921,201812,100018061,6,42
3922,201812,100018061,7,31
3923,201812,100018061,8,19
3924,201812,100018061,9,29
3925,201812,100018062,1,70
3926,201812,100018062,2,59
3927,201812,100018062,3,59
3928,201812,100018062,4,57
3929,201812,100018062,5,71
3930,201812,100018062,6,74
3931,201812,100018062,7,70
3932,201812,100018062,8,50
3933,201812,100018062,9,69
3934,201812,100018063,1,20
3935,201812,100018063,2,6
3936,201812,100018063,3,18
3937,201812,100018063,4,14
3938,201812,100018063,5,18
3939,201812,100018063,6,35
3940,201812,100018063,7,21
3941,201812,100018063,8,11
3942,201812,100018063,9,20
3943,201812,100018064,1,43
3944,201812,100018064,2,27
3945,201812,100018064,3,36
3946,201812,100018064,4,36
3947,201812,100018064,5,42
3948,201812,100018064,6,53
3949,201812,100018064,7,43
3950,201812,100018064,8,29
3951,201812,100018064,9,42
3952,201812,100018065,1,51
3953,201812,100018065,2,36
3954,201812,100018065,3,43
3955,201812,100018065,4,43
3956,201812,100018065,5,51
3957,201812,100018065,6,59
3958,201812,100018065,7,52
3959,201812,100018065,8,36
3960,201812,100018065,9,50
3961,201812,100018066,1,54
3962,201812,100018066,2,41
3963,201812,100018066,3,46
3964,201812,100018066,4,46
3965,201812,100018066,5,55
3966,201812,100018066,6,63
3967,201812,100018066,7,55
3968,201812,100018066,8,38
3969,201812,100018066,9,54
3970,201812,100018067,1,56
3971,201812,100018067,2,44
3972,201812,100018067,3,47
3973,201812,100018067,4,47
3974,201812,100018067,5,56
3975,201812,100018067,6,63
3976,201812,100018067,7,57
3977,201812,100018067,8,39
3978,201812,100018067,9,55
3979,201812,100018068,1,45
3980,201812,100018068,2,29
3981,201812,100018068,3,37
3982,201812,100018068,4,38
3983,201812,100018068,5,44
3984,201812,100018068,6,55
3985,201812,100018068,7,46
3986,201812,100018068,8,31
3987,201812,100018068,9,44
3988,201812,100018069,1,30
3989,201812,100018069,2,13
3990,201812,100018069,3,24
3991,201812,100018069,4,22
3992,201812,100018069,5,27
3993,201812,100018069,6,42
3994,201812,100018069,7,31
3995,201812,100018069,8,19
3996,201812,100018069,9,29
3997,201812,100018070,1,33
3998,201812,100018070,2,18
3999,201812,100018070,3,27
4000,201812,100018070,4,25
4001,201812,100018070,5,32
4002,201812,100018070,6,45
4003,201812,100018070,7,34
4004,201812,100018070,8,21
4005,201812,100018070,9,32
4006,201812,100018071,1,67
4007,201812,100018071,2,56
4008,201812,100018071,3,57
4009,201812,100018071,4,55
4010,201812,100018071,5,67
4011,201812,100018071,6,72
4012,201812,100018071,7,66
4013,201812,100018071,8,48
4014,201812,100018071,9,65
4015,201812,100018072,1,51
4016,201812,100018072,2,36
4017,201812,100018072,3,42
4018,201812,100018072,4,43
4019,201812,100018072,5,50
4020,201812,100018072,6,58
4021,201812,100018072,7,52
4022,201812,100018072,8,35
4023,201812,100018072,9,49
4024,201812,100018073,1,62
4025,201812,100018073,2,52
4026,201812,100018073,3,53
4027,201812,100018073,4,52
4028,201812,100018073,5,63
4029,201812,100018073,6,69
4030,201812,100018073,7,63
4031,201812,100018073,8,44
4032,201812,100018073,9,61
4033,201812,100018074,1,26
4034,201812,100018074,2,10
4035,201812,100018074,3,22
4036,201812,100018074,4,19
4037,201812,100018074,5,22
4038,201812,100018074,6,38
4039,201812,100018074,7,26
4040,201812,100018074,8,16
4041,201812,100018074,9,25
4042,201812,100018075,1,45
4043,201812,100018075,2,30
4044,201812,100018075,3,38
4045,201812,100018075,4,38
4046,201812,100018075,5,45
4047,201812,100018075,6,55
4048,201812,100018075,7,46
4049,201812,100018075,8,31
4050,201812,100018075,9,44
4051,201812,100018076,1,89
4052,201812,100018076,2,77
4053,201812,100018076,3,73
4054,201812,100018076,4,69
4055,201812,100018076,5,90
4056,201812,100018076,6,89
4057,201812,100018076,7,86
4058,201812,100018076,8,61
4059,201812,100018076,9,87
4060,201812,100018077,1,70
4061,201812,100018077,2,59
4062,201812,100018077,3,59
4063,201812,100018077,4,57
4064,201812,100018077,5,71
4065,201812,100018077,6,74
4066,201812,100018077,7,70
4067,201812,100018077,8,50
4068,201812,100018077,9,69
4069,201812,100018078,1,38
4070,201812,100018078,2,22
4071,201812,100018078,3,32
4072,201812,100018078,4,31
4073,201812,100018078,5,36
4074,201812,100018078,6,48
4075,201812,100018078,7,38
4076,201812,100018078,8,25
4077,201812,100018078,9,38
4078,201812,100018079,1,38
4079,201812,100018079,2,22
4080,201812,100018079,3,32
4081,201812,100018079,4,31
4082,201812,100018079,5,37
4083,201812,100018079,6,49
4084,201812,100018079,7,39
4085,201812,100018079,8,25
4086,201812,100018079,9,38
4087,201812,100018080,1,64
4088,201812,100018080,2,53
4089,201812,100018080,3,55
4090,201812,100018080,4,54
4091,201812,100018080,5,65
4092,201812,100018080,6,70
4093,201812,100018080,7,64
4094,201812,100018080,8,46
4095,201812,100018080,9,63
4096,201812,100018081,1,46
4097,201812,100018081,2,31
4098,201812,100018081,3,39
4099,201812,100018081,4,39
4100,201812,100018081,5,46
4101,201812,100018081,6,56
4102,201812,100018081,7,48
4103,201812,100018081,8,33
4104,201812,100018081,9,46
4105,201812,100018082,1,35
4106,201812,100018082,2,20
4107,201812,100018082,3,29
4108,201812,100018082,4,28
4109,201812,100018082,5,34
4110,201812,100018082,6,46
4111,201812,100018082,7,36
4112,201812,100018082,8,23
4113,201812,100018082,9,36
4114,201812,100018083,1,31
4115,201812,100018083,2,13
4116,201812,100018083,3,25
4117,201812,100018083,4,23
4118,201812,100018083,5,28
4119,201812,100018083,6,43
4120,201812,100018083,7,32
4121,201812,100018083,8,20
4122,201812,100018083,9,30
4123,201812,100018084,1,44
4124,201812,100018084,2,28
4125,201812,100018084,3,37
4126,201812,100018084,4,37
4127,201812,100018084,5,43
4128,201812,100018084,6,54
4129,201812,100018084,7,44
4130,201812,100018084,8,30
4131,201812,100018084,9,43
4132,201812,100018085,1,38
4133,201812,100018085,2,22
4134,201812,100018085,3,32
4135,201812,100018085,4,31
4136,201812,100018085,5,37
4137,201812,100018085,6,50
4138,201812,100018085,7,39
4139,201812,100018085,8,25
4140,201812,100018085,9,39
4141,201812,100018086,1,68
4142,201812,100018086,2,57
4143,201812,100018086,3,58
4144,201812,100018086,4,55
4145,201812,100018086,5,67
4146,201812,100018086,6,73
4147,201812,100018086,7,67
4148,201812,100018086,8,48
4149,201812,100018086,9,66
4150,201812,100018087,1,73
4151,201812,100018087,2,62
4152,201812,100018087,3,62
4153,201812,100018087,4,59
4154,201812,100018087,5,74
4155,201812,100018087,6,76
4156,201812,100018087,7,72
4157,201812,100018087,8,52
4158,201812,100018087,9,71
4159,201812,100018088,1,44
4160,201812,100018088,2,29
4161,201812,100018088,3,37
4162,201812,100018088,4,37
4163,201812,100018088,5,44
4164,201812,100018088,6,55
4165,201812,100018088,7,46
4166,201812,100018088,8,31
4167,201812,100018088,9,43
4168,201812,100018089,1,29
4169,201812,100018089,2,12
4170,201812,100018089,3,24
4171,201812,100018089,4,21
4172,201812,100018089,5,25
4173,201812,100018089,6,41
4174,201812,100018089,7,29
4175,201812,100018089,8,18
4176,201812,100018089,9,28
4177,201812,100018090,1,74
4178,201812,100018090,2,62
4179,201812,100018090,3,62
4180,201812,100018090,4,60
4181,201812,100018090,5,74
4182,201812,100018090,6,77
4183,201812,100018090,7,72
4184,201812,100018090,8,53
4185,201812,100018090,9,71
4186,201812,100018091,1,52
4187,201812,100018091,2,39
4188,201812,100018091,3,44
4189,201812,100018091,4,44
4190,201812,100018091,5,53
4191,201812,100018091,6,60
4192,201812,100018091,7,54
4193,201812,100018091,8,37
4194,201812,100018091,9,52
4195,201812,100018092,1,53
4196,201812,100018092,2,39
4197,201812,100018092,3,44
4198,201812,100018092,4,44
4199,201812,100018092,5,53
4200,201812,100018092,6,60
4201,201812,100018092,7,54
4202,201812,100018092,8,37
4203,201812,100018092,9,52
4204,201812,100018093,1,40
4205,201812,100018093,2,24
4206,201812,100018093,3,34
4207,201812,100018093,4,34
4208,201812,100018093,5,40
4209,201812,100018093,6,52
4210,201812,100018093,7,41
4211,201812,100018093,8,27
4212,201812,100018093,9,41
4213,201812,100018094,1,23
4214,201812,100018094,2,8
4215,201812,100018094,3,20
4216,201812,100018094,4,16
4217,201812,100018094,5,21
4218,201812,100018094,6,36
4219,201812,100018094,7,24
4220,201812,100018094,8,15
4221,201812,100018094,9,23
4222,201812,100018095,1,68
4223,201812,100018095,2,58
4224,201812,100018095,3,59
4225,201812,100018095,4,57
4226,201812,100018095,5,68
4227,201812,100018095,6,74
4228,201812,100018095,7,68
4229,201812,100018095,8,49
4230,201812,100018095,9,67
4231,201812,100018096,1,41
4232,201812,100018096,2,25
4233,201812,100018096,3,34
4234,201812,100018096,4,34
4235,201812,100018096,5,41
4236,201812,100018096,6,52
4237,201812,100018096,7,42
4238,201812,100018096,8,28
4239,201812,100018096,9,41
4240,201812,100018097,1,51
4241,201812,100018097,2,36
4242,201812,100018097,3,43
4243,201812,100018097,4,43
4244,201812,100018097,5,51
4245,201812,100018097,6,59
4246,201812,100018097,7,52
4247,201812,100018097,8,35
4248,201812,100018097,9,50
4249,201812,100018098,1,50
4250,201812,100018098,2,35
4251,201812,100018098,3,41
4252,201812,100018098,4,42
4253,201812,100018098,5,49
4254,201812,100018098,6,58
4255,201812,100018098,7,51
4256,201812,100018098,8,35
4257,201812,100018098,9,48
4258,201812,100018099,1,80
4259,201812,100018099,2,70
4260,201812,100018099,3,68
4261,201812,100018099,4,66
4262,201812,100018099,5,82
4263,201812,100018099,6,82
4264,201812,100018099,7,79
4265,201812,100018099,8,58
4266,201812,100018099,9,80
4267,201812,100018100,1,7
4268,201812,100018100,2,0
4269,201812,100018100,3,7
4270,201812,100018100,4,3
4271,201812,100018100,5,3
4272,201812,100018100,6,22
4273,201812,100018100,7,6
4274,201812,100018100,8,1
4275,201812,100018100,9,12
4276,201812,100018101,1,59
4277,201812,100018101,2,49
4278,201812,100018101,3,50
4279,201812,100018101,4,51
4280,201812,100018101,5,60
4281,201812,100018101,6,67
4282,201812,100018101,7,61
4283,201812,100018101,8,42
4284,201812,100018101,9,58
4285,201812,100018102,1,65
4286,201812,100018102,2,53
4287,201812,100018102,3,55
4288,201812,100018102,4,54
4289,201812,100018102,5,65
